U6: 46.7414
U13: 46.1606
U1: 46.6368
U2: 46.4571
U3: 45.9951
U4: 45.6956
U5: 45.6791
U7: 45.5471
U8: 46.2131
U9: 46.8219
U10: 46.4917
U11: 48.3079
U12: 46.4002
U14: 46.5943
U15: 47.0593
U16: 45.2989
U17: 47.3490
U18: 47.0196

System Average AoI: 46.4705
